cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ore,oreinv,oreoth,oreres,oremult,orenres,orecons,oreag,oregnma,oreothf
"3076","0","122854","3140288","INDEPENDENT BANK","Mckinney","TX","75070","9/30/2010","8/17/2020","NM","3090 Craig Dr.","INDEPENDENT BANK GROUP INC","26","0","0","4","1","Collin","19100","Dallas-Fort Worth-Arlington, TX","1/1/1913","1/1/1934","9/30/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.independent-bank.com","10950","","10950","1680","0","1036","7664","570","0",""
"34728","0","2666400","3121193","INDEPENDENT BANK","Memphis","TN","38157","9/30/2010","8/17/2020","NM","5050 Poplar Ave.","INDEPENDENT HOLDINGS INC","9","0","0","6","0","Shelby","32820","Memphis, TN-MS-AR","4/20/1998","4/20/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","https://www.i-bankonline.com","1775","","1775","215","0","0","1560","0","0",""
"27811","321","636771","1201925","INDEPENDENT BANK","Ionia","MI","48846","9/30/2010","8/17/2020","SM","230 W. Main St.","INDEPENDENT BANK CORP","109","0","0","4","0","Ionia","24340","Grand Rapids-Wyoming, MI","1/1/1890","9/15/1999","9/15/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","0","http://www.IndependentBank.com","44517","","44517","16713","695","20141","6968","0","0",""
"58014","0","3344536","3711576","INDEPENDENT BANK OF AUSTIN, SSB","Austin","TX","78738","9/30/2010","8/17/2020","SB","3209 Ranch Rd. 620 S.","I BANK HOLDING CO INC","2","0","0","4","0","Travis","12420","Austin-Round Rock, TX","6/6/2005","6/6/2005","12/24/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","654","","654","111","0","0","543","0","0",""
"57476","0","3129902","3129881","INDEPENDENT BANK OF TEXAS","Irving","TX","75038","9/30/2010","8/17/2020","SM","4300 N. Belt Line Rd.","IBT BCORP INC","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/1/2003","5/1/2003","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","1787","","1787","0","0","0","1787","0","0",""
"24642","14258","190639","1417276","INDEPENDENT BANKER'S BANK OF FLORIDA","Lake Mary","FL","32746","9/30/2010","8/17/2020","SM","615 Crescent Executive Court","BANKERS BCORP OF FLORIDA INC","1","0","0","4","0","Seminole","36740","Orlando-Kissimmee-Sanford, FL","8/5/1983","8/5/1983","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","","6844","","6844","0","611","4753","1480","0","0",""
"11462","12394","956152","1416925","INDEPENDENT FARMERS BANK","Maysville","MO","64469","9/30/2010","8/17/2020","NM","201 W Main St.","FARMERS BANCSHARES INC","5","0","0","2","0","Dekalb","41140","St. Joseph, MO-KS","3/12/1920","1/1/1934","12/11/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.farmbank.net","184","","184","85","0","0","0","99","0",""
"28285","1299","832470","3059504","INDIANA BANK AND TRUST COMPANY","Columbus","IN","47201","9/30/2010","8/17/2020","SM","501 Washington St.","INDIANA COMMUNITY BCORP","19","0","0","4","0","Bartholomew","18020","Columbus, IN","1/1/1908","2/19/1943","3/1/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","11106","","11106","2723","0","276","8107","0","0",""
"57713","0","3283765","3436299","INDIANA BUSINESS BANK","Indianapolis","IN","46240","9/30/2010","8/17/2020","NM","250 E. 96th St, # 100","INDIANA BUSINESS BCORP","1","0","0","4","0","Marion","26900","Indianapolis-Carmel-Anderson, IN","11/17/2004","11/17/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","1481","","1481","0","749","732","0","0","0",""
"57037","0","2929075","1247334","INDIANA COMMUNITY BANK","Goshen","IN","46526","9/30/2010","8/17/2020","NM","511 W. Lincoln Ave.","CAPITOL BCORP LTD","2","0","0","4","0","Elkhart","21140","Elkhart-Goshen, IN","9/29/2000","9/29/2000","3/19/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","","2163","","2163","42","0","1339","782","0","0",""
"27763","239","904171","","INDIANA FIRST SAVINGS BANK","Indiana","PA","15701","9/30/2010","8/17/2020","SB","935 Philadelphia St.","","5","0","0","5","0","Indiana","","","1/1/1922","5/31/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.infirstbank.com","0","","0","0","0","0","0","0","0",""
"57983","0","3369959","3370012","INDUS AMERICAN BANK","Iselin","NJ","8830","9/30/2010","8/17/2020","NM","1536 Oak Tree Rd.","IA BANCOR,P INC","4","0","1","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","12/12/2005","12/12/2005","9/30/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"14679","0","536527","2326179","INDUSTRIAL BANK","Washington","DC","20011","9/30/2010","8/17/2020","NM","4812 Georgia Ave. Nw","IBW FINANCIAL CORP","8","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/18/1934","8/18/1934","1/29/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.industrial-bank.com","0","","0","0","0","0","0","0","0",""
"18072","53342","261258","1050712","INDUSTRIAL STATE BANK","Kansas City","KS","66106","9/30/2010","8/17/2020","NM","3201 Strong Ave.","VALLEY VIEW BANCSHARES INC","3","0","0","4","0","Wyandotte","28140","Kansas City, MO-KS","9/11/1959","9/11/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","3831","","3831","484","0","0","3347","0","0",""
"12506","12309","733054","2112439","INDUSTRY STATE BANK","Industry","TX","78944","9/30/2010","8/17/2020","NM","16886 Fordtran Blvd","INDUSTRY BANCSHARES INC","3","0","0","2","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.isbtx.com","0","","0","0","0","0","0","0","0",""
"9307","0","1001817","1071678","INEZ DEPOSIT BANK","Inez","KY","41224","9/30/2010","8/17/2020","NM","41 Main St.","COMMUNITY HOLDING CO","2","0","0","8","0","Martin","","","5/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.inezdepositbank.com","238","","238","238","0","0","0","0","0",""
"2705","14547","1017210","","INEZ DEPOSIT BANK, FSB","Louisa","KY","41230","9/30/2010","8/17/2020","SA","202 E. Main St.","","2","0","0","8","0","Lawrence","","","7/1/1891","1/1/1934","3/31/2006","Stock","0","0","OTS","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","22","0","22","22","0","0","0","","0",""
"35489","16782","2933616","","ING BANK, FSB","Wilmington","DE","19801","9/30/2010","8/17/2020","SA","1 S. Orange St.","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","8/4/2000","8/4/2000","9/28/2007","Stock","0","0","OTS","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","","268459","0","268459","268459","0","0","0","","0",""
"22444","13793","189745","2944144","INLAND BANK & TRUST","Oak Brook","IL","60523","9/30/2010","8/17/2020","NM","2805 Butterfield Rd.","INLAND BCORP INC","11","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1977","4/1/1977","8/1/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.inlandbank.com","14190","","14190","1698","0","8318","4174","0","0",""
"32916","0","1445121","3643127","INLAND COMMUNITY BANK, NATIONAL ASSOCIATION","Rialto","CA","92376","9/30/2010","8/17/2020","N","255 S. Riverside Ave.","FA CAPITAL LLC","5","0","0","4","0","San Bernardino","40140","Riverside-San Bernardino-Ontario, CA","4/12/1990","4/12/1990","8/12/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","1899","","1899","0","0","0","1899","0","0",""
"27601","12955","1411032","2088329","INLAND NORTHWEST BANK","Spokane","WA","99201","9/30/2010","8/17/2020","NM","421 W. Riverside, # 113","NORTHWEST BCORP INC","11","0","1","4","0","Spokane","44060","Spokane-Spokane Valley, WA","10/2/1989","10/2/1989","6/12/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","4012","","4012","596","0","0","3416","0","0",""
"35521","0","2877345","2877336","INSBANK","Nashville","TN","37212","9/30/2010","8/17/2020","SM","2505 21st Ave. South, # 204","INSCORP INC","1","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","11/20/2000","11/20/2000","3/15/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.insbank.com","123","","123","123","0","0","0","0","0",""
"58215","0","3441480","","INSIGHT BANK","Columbus","OH","43240","9/30/2010","8/17/2020","NM","8760 Orion Pl, 1st Fl.","","1","0","0","4","0","Franklin","18140","Columbus, OH","5/1/2006","5/1/2006","6/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","198","","198","0","0","198","0","0","0",""
"58387","0","3482894","","INSIGNIA BANK","Sarasota","FL","34236","9/30/2010","8/17/2020","NM","333 N. Orange Ave.","","3","0","0","4","0","Sarasota","35840","North Port-Sarasota-Bradenton, FL","10/16/2006","10/16/2006","10/16/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","4566","","4566","0","0","1206","3360","0","0",""
"22020","9222","329550","2245083","INSOUTH BANK","Brownsville","TN","38012","9/30/2010","8/17/2020","NM","111 S. Washington St.","INDEPENDENT S BANCSHARES ESOT","7","0","0","4","0","Haywood","","","1/1/1869","5/15/1975","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.insouth.com","6749","","6749","2504","245","3030","970","0","0",""
"90250","0","272302","","INSTITUTION FOR SAVINGS IN NEWBURYPORT AND ITS VICINITY","Newburyport","MA","1950","9/30/2010","8/17/2020","SB","93 State St.","","8","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1820","8/13/1985","7/1/2007","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.institutionforsavings.com","0","","0","0","0","0","0","0","0",""
"57020","15686","3019058","","INSURBANC","Farmington","CT","6032","9/30/2010","8/17/2020","SA","10 Executive Dr.","","1","0","0","4","0","Hartford","25540","Hartford-West Hartford-East Hartford, CT","4/12/2001","4/12/2001","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","152","0","152","152","0","0","0","","0",""
"4392","11234","23241","1132654","INTEGRA BANK NATIONAL ASSOCIATION","Evansville","IN","47708","9/30/2010","8/17/2020","N","21 Se 3rd St.","INTEGRA BANK CORP","55","0","1","4","0","Vanderburgh","21780","Evansville, IN-KY","7/4/1850","1/1/1934","7/23/2007","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","0","","34814","","34814","8104","3298","339","23073","0","0",""
"57557","0","3188646","3734753","INTEGRITY BANK","Camp Hill","PA","17011","9/30/2010","8/17/2020","NM","3345 Market St.","INTEGRITY BANCSHARES INC","5","0","0","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","6/5/2003","6/5/2003","7/10/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","8774","","8774","1781","2238","491","4264","0","0",""
"57587","0","3160978","3184853","INTEGRITY BANK & TRUST","Monument","CO","80132","9/30/2010","8/17/2020","NM","1430 Cipriani Loop","GEMINI BANCSHARES INC","3","0","0","4","1","El Paso","17820","Colorado Springs, CO","8/11/2003","8/11/2003","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.integritybankandtrust.com","7418","","7418","4274","0","0","3144","0","0",""
"15578","0","897451","1925913","INTEGRITY BANK PLUS","Wabasso","MN","56293","9/30/2010","8/17/2020","NM","726 Main St.","WABASSO BANCSHARES INC","3","0","0","2","1","Redwood","","","10/1/1934","1/27/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.integritybank.com","254","","254","0","254","0","0","0","0",""
"58631","0","3614930","","INTEGRITY BANK, SSB","Houston","TX","77007","9/30/2010","8/17/2020","SB","4040 Washington Ave.","","1","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/19/2007","11/19/2007","12/11/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","635","","635","0","0","0","635","0","0",""
"58091","0","3382967","3382976","INTEGRITY FIRST BANK","Wausau","WI","54403","9/30/2010","8/17/2020","NM","101 Grand Ave.","INTEGRITY FIRST BCORP INC","1","0","0","4","0","Marathon","48140","Wausau, WI","12/12/2005","12/12/2005","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","659","","659","0","0","659","0","0","0",""
"25879","11041","894553","3407020","INTER NATIONAL BANK","Mcallen","TX","78503","9/30/2010","8/17/2020","N","1801 S. Col Rowe Blvd","GRUPO FINANCIERO BANORTE SA B C V","19","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/24/1985","1/24/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","94984","","94984","14306","0","13059","67619","0","0",""
"31495","7071","1012970","","INTER SAVINGS BANK, FSB D/B/A INTERBANK, FSB","Maple Grove","MN","55369","9/30/2010","8/17/2020","SA","13601 80th Circle North, # 1","","4","0","0","5","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/26/1965","7/26/1965","3/29/2009","Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","14292","0","14292","8972","955","4365","0","","0",""
"29953","4414","906175","","INTER-STATE FEDERAL SAVINGS AND LOAN ASSOCIATION OF KANSAS CITY","Kansas City","KS","66101","9/30/2010","8/17/2020","SA","711 Minnesota Ave.","","5","0","0","5","0","Wyandotte","28140","Kansas City, MO-KS","1/1/1889","12/30/1937","3/31/2006","Non-Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","0","0","0","0","0","0","0","","0",""
"31823","7506","221775","","INTERAMERICAN BANK, A FSB","Miami","FL","33165","9/30/2010","8/17/2020","SA","9190 Coral Way","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/23/1976","8/23/1976","3/31/2006","Stock","0","0","OTS","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.interamericanbank.com","2646","0","2646","1899","469","0","278","","0",""
"24516","11980","538802","","INTERAUDI BANK","New York","NY","10022","9/30/2010","8/17/2020","NM","19 E. 54th St.","","2","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/1983","6/14/1983","4/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.interaudibank.com","0","","0","0","0","0","0","0","0","0"
"4191","13436","433354","2233950","INTERBANK","Elk City","OK","73648","9/30/2010","8/17/2020","SM","1620 W. 3rd St.","OLNEY BANCSHARES OF TEXAS INC","5","0","0","4","1","Beckham","","","9/11/1901","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","401","","401","181","0","0","220","0","0",""
"17128","15900","1016941","1124163","INTERCITY STATE BANK","Schofield","WI","54476","9/30/2010","8/17/2020","NM","962 Grand Ave.","BOSSHARD BANCO LTD","3","0","0","4","0","Marathon","48140","Wausau, WI","7/14/1952","7/14/1952","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","intercitystatebank.com","1647","","1647","95","0","131","1421","0","0",""
"57214","0","3122828","3887323","INTERCONTINENTAL BANK","West Miami","FL","33144","9/30/2010","8/17/2020","NM","5722 S.W. 8th St.","INTERCONTINENTAL BANKSHARES LLC","1","0","0","7","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/21/2002","6/21/2002","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","779","","779","0","0","0","0","779","0",""
"25258","0","44433","","INTERCREDIT BANK, NATIONAL ASSOCIATION","Miami","FL","33131","9/30/2010","8/17/2020","N","1200 Brickell Ave, 4th Fl.","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/2/1984","7/2/1984","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.intercreditbank.com","7266","","7266","636","3776","2854","0","0","0",""
"11492","13081","209858","2003108","INTERNATIONAL BANK","Raton","NM","87740","9/30/2010","8/17/2020","NM","200 S. 2nd St.","RATON CAPITAL CORP","6","0","1","4","0","Colfax","","","4/9/1918","1/1/1934","5/29/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","https://inbank.com/","6440","","6440","963","0","1020","4457","0","0",""
"33708","13929","2006024","2339759","INTERNATIONAL BANK OF CHICAGO","Chicago","IL","60640","9/30/2010","8/17/2020","NM","5069 N. Broadway","IBC BCORP INC","4","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/26/1992","10/26/1992","8/20/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.inbk.com","3165","","3165","900","0","1185","1080","0","0",""
"19629","10788","1001152","1104231","INTERNATIONAL BANK OF COMMERCE","Laredo","TX","78040","9/30/2010","8/17/2020","NM","1200 San Bernardo Ave.","INTERNATIONAL BANCSHARES CORP","261","0","1","4","0","Webb","29700","Laredo, TX","9/2/1966","9/2/1966","3/16/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","38703","","38703","3992","0","10789","23922","0","0",""
